car_id,car_model,used_label,price,exteriorColor,interiorColor,drivetrain,minMPG,maxMPG,fuelType,transmission,engine,mileage
149.0,Kia Sorento LX,Used,$28,Gray,Black,Front-wheel Drive,22.0,29.0,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,21055.0
150.0,Toyota Tundra SR5,Toyota Certified,$39,Super White,Graphite,Four-wheel Drive,14.0,18.0,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,36236.0
151.0,Lexus LS 460 Base,Used,$19,Black Metallic,Beige,Rear-wheel Drive,16.0,24.0,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,97315.0
152.0,Chevrolet Silverado 1500 Custom,Used,$30,Shadow Gray Metallic,Gideon,Rear-wheel Drive,16.0,21.0,Gasoline,6-Speed Automatic,4.3L V6 12V GDI OHV,44844.0
153.0,BMW 328 i,Used,$15,White,Brown,Rear-wheel Drive,23.0,35.0,Gasoline,8-Speed Automatic,2.0L 4-Cylinder DOHC 16V Turbocharged,48478.0
154.0,Porsche Macan GTS,Porsche Certified,$84,White,Black,All-wheel Drive,17.0,22.0,Gasoline,7-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo,7484.0
155.0,Land Rover Range Rover Sport HSE Silver Edition,Used,$86,Eiger Grey,Ebony,Four-wheel Drive,19.0,24.0,Gasoline,Automatic,V6,14829.0
156.0,BMW 320 320i xDrive,Used,$22,Black Sapphire Metallic,Black,All-wheel Drive,23.0,34.0,Gasoline,Automatic,Engine: 2.0L TwinPower Turbo 4-Cylinder 16V DOHC,31948.0
157.0,BMW 540 i,Used,$22,Green,Beige,Rear-wheel Drive,15.0,23.0,Gasoline Fuel,6-Speed M/T,290.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,81467.0
158.0,Porsche Cayenne Base,Used,$28,Moonlight Blue Metallic,BROWN,All-wheel Drive,19.0,24.0,Gasoline,8 speed tiptronic s automatic,V6 Cylinder Engine,53065.0
159.0,Mazda Mazda3 AWD w/Preferred Package,Used,$16,Soul Red Crystal Metallic,Black,All-wheel Drive,25.0,33.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,15875.0
160.0,BMW 320 i xDrive,Used,$24,Black,Venetian Beige,All-wheel Drive,23.0,34.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,65946.0
161.0,Genesis G80 3.8,Used,$38,Black,–,All-wheel Drive,18.0,24.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,20870.0
162.0,Hyundai Santa Fe SEL 2.4,Used,$28,Twilight Black,Espresso,All-wheel Drive,21.0,27.0,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,28466.0
163.0,Hyundai Santa Fe SEL 2.4,Used,$31,Blue,Black,All-wheel Drive,21.0,27.0,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,13924.0
164.0,Tesla Model Y Long Range,Used,$65,Blue,–,All-wheel Drive,127.0,114.0,Electric,1-Speed Automatic,Electric,9561.0
165.0,Mercedes-Benz S-Class S 560 4MATIC,Mercedes-Benz Certified,$71,BL,Brown,All-wheel Drive,17.0,27.0,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,25046.0
166.0,Toyota Highlander Base Plus,Used,$20,Black,Black,All-wheel Drive,17.0,22.0,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,60419.0
167.0,Jeep Grand Cherokee Altitude,Used,$33,Black,Black,Four-wheel Drive,18.0,25.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,25815.0
168.0,Acura MDX 3.5L,Used,$39,Platinum White Pearl,Ebony,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,12374.0
169.0,BMW M3 Base,Used,$55,Gray,Sakhir Orange,Rear-wheel Drive,17.0,26.0,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,19847.0
170.0,Toyota Tacoma SR,Used,$33,Midnight Black Metallic,Cement,Four-wheel Drive,18.0,22.0,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,18675.0
171.0,Acura MDX 3.5L w/Technology Package,Used,$39,Gray,Espresso,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,12304.0
172.0,Tesla Model Y Long Range,Used,$71,Pearl White Multi,White / Black,All-wheel Drive,131.0,117.0,Electric,1-Speed Automatic,Electric,15002.0
173.0,Porsche Boxster S,Used,$57,Black,Black,Rear-wheel Drive,20.0,28.0,Gasoline,7-Speed Automatic with Auto-Shift,3.4L H6 24V GDI DOHC,23698.0
174.0,Mazda Mazda6 s Grand Touring,Used,$9,Black Cherry Metallic,Black,Front-wheel Drive,17.0,25.0,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,97978.0
175.0,Toyota 4Runner Limited,Used,$39,Black,Black,Four-wheel Drive,17.0,20.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,46525.0
176.0,Subaru Forester,Used,$26,Ice Silver Metallic,Black,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,30403.0
177.0,Cadillac XT5 Premium Luxury,Cadillac Certified,$33,Stellar Black Metallic,Jet Black,Front-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,45313.0
178.0,Tesla Model Y Long Range,Used,$73,White,White / Black,All-wheel Drive,127.0,114.0,Electric,1-Speed Automatic,Electric,12332.0
179.0,BMW X3 sDrive30i,Used,$35,Phytonic Blue Metallic,Canberra Beige,Rear-wheel Drive,23.0,30.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34565.0
180.0,BMW X3 sDrive30i,Used,$31,Jet Black,Black,Rear-wheel Drive,23.0,30.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,57583.0
181.0,Toyota 4Runner Limited,Used,$24,Silver,Black / Graphite,Four-wheel Drive,17.0,22.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,151989.0
182.0,Honda Civic EX-T,Used,$26,Crystal Black Pearl,–,Front-wheel Drive,31.0,40.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,12123.0
183.0,BMW X5 xDrive40i,Used,$54,White,Black,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,14950.0
184.0,Toyota Corolla SE,Used,$18,Blue,Black,Front-wheel Drive,31.0,40.0,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,10514.0
185.0,Toyota 4Runner Limited,Toyota Certified,$42,Black,Black Graphite,Four-wheel Drive,17.0,20.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,39866.0
186.0,Ford Expedition Max Limited,Used,$49,Black,–,Rear-wheel Drive,17.0,23.0,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,59742.0
187.0,Honda Pilot Elite,Used,$41,Crystal Black Pearl,Black,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,3756.0
188.0,Honda Pilot Elite,Used,$40,Gray,Gray,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,4084.0
189.0,Subaru Forester 2.5i,Used,$8,Burnished Bronze Metallic,Dark Gray,All-wheel Drive,24.0,32.0,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,154866.0
190.0,Subaru Forester Sport,Used,$29,Dark Blue Pearl,Gray,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,13925.0
191.0,Ford Edge Titanium,Used,$34,Agate Black,Ebony,All-wheel Drive,21.0,28.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60802.0
192.0,Subaru Ascent Touring 7-Passenger,Used,$42,Cinnamon Brown Pearl,Java Brown,All-wheel Drive,20.0,26.0,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,12090.0
193.0,Chevrolet Silverado 1500 RST,Used,$47,–,–,Four-wheel Drive,19.0,22.0,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,26589.0
194.0,Lexus RX 450hL Base,Used,$56,Matador Red Mica,Parchment,All-wheel Drive,29.0,28.0,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,11559.0
195.0,Subaru Forester Premium,Used,$28,Crystal Black Silica,Black,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,14634.0
196.0,Volvo XC60 T5 Inscription,Used,$40,Onyx Black,Blond,Front-wheel Drive,22.0,29.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34148.0
197.0,Volvo XC60 T5 Momentum,Volvo Certified,$43,Onyx Black Metallic,Charcoal,Front-wheel Drive,22.0,29.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32356.0
198.0,Volvo XC40 T5 R-Design,Used,$42,Crystal White,Charcoal,All-wheel Drive,23.0,31.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,15038.0
199.0,BMW X5 sDrive40i,Used,$55,Jet Black,Canberra Beige,Rear-wheel Drive,21.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,31831.0
200.0,Mazda CX-5 Grand Touring,Used,$29,Jet Black Mica,Black,Front-wheel Drive,25.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,30322.0
201.0,Toyota 4Runner Limited,Used,$46,Midnight Black Metallic,Black Graphite,Four-wheel Drive,17.0,20.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,39855.0
202.0,BMW M850 i xDrive,Used,$77,Carbon Black Metallic,Fiona Red,All-wheel Drive,18.0,25.0,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,34021.0
203.0,Dodge Challenger SXT,Dodge Certified,$30,Indigo Blue,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,33296.0
204.0,Tesla Model 3 Performance,Used,$65,Pearl White Multi,White / Black,All-wheel Drive,118.0,107.0,Gasoline,1-Speed Automatic,10 Cylinder,32600.0
205.0,Hyundai Santa Fe Limited Ultimate,Used,$24,Monaco White,Gray,All-wheel Drive,17.0,22.0,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,32770.0
206.0,Dodge Challenger SXT,Used,$32,Smoke Show,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,20396.0
207.0,Ford F-150 XLT,Used,$42,Silver,Black,Four-wheel Drive,18.0,23.0,Gasoline,Automatic with Overdrive,2.7L V6 24V PDI DOHC Twin Turbo,19615.0
208.0,BMW 330 i xDrive,Used,$39,Jet Black,Black,All-wheel Drive,25.0,34.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39669.0
209.0,Honda CR-V EX,Used,$28,Gunmetal Metallic,Gray,Front-wheel Drive,28.0,34.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,30340.0
210.0,Toyota 4Runner Trail Premium,Used,$36,–,–,4,17.0,21.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,50116.0
211.0,Acura MDX 3.5L w/Technology Package,Used,$41,Majestic Black Pearl,Ebony,Front-wheel Drive,20.0,27.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,30260.0
212.0,Subaru Impreza 2.0i,Used,$16,Blue,Ivory,All-wheel Drive,28.0,38.0,Gasoline,CVT 7-Speed,4 Cylinder Engine,40060.0
213.0,Toyota Highlander Base,Used,$5,Tan,Tan,Front-wheel Drive,23.0,23.0,Gasoline,Automatic 5-Speed,3.3L V6,204440.0
214.0,Lexus RX 300,Used,$9,Blue,Black,All-wheel Drive,18.0,22.0,Gasoline,4-Speed Automatic,3.0L V6 24V MPFI DOHC,77792.0
215.0,Honda CR-V EX-L,Honda Certified,$34,Modern Steel Metallic,Gray,All-wheel Drive,27.0,33.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,36188.0
216.0,Toyota 4Runner SR5,Used,$37,White,Gray,Rear-wheel Drive,17.0,21.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,37750.0
217.0,Chevrolet Impala Premier 2LZ,Used,$26,Silver Ice Metallic,Jet Black,Front-wheel Drive,19.0,28.0,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,55545.0
218.0,BMW X7 xDrive50i,Used,$81,Mineral White Metallic,Tartufo,All-wheel Drive,15.0,21.0,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,27289.0
219.0,Mercedes-Benz S-Class S 550 4MATIC,Used,$15,Blue,Brown,All-wheel Drive,14.0,20.0,Gasoline,7-Speed Automatic,5.5L V8 32V MPFI DOHC,89247.0
220.0,Nissan Rogue SL,Used,$21,Gun Metallic,Charcoal,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,75290.0
221.0,Volkswagen Atlas 3.6L SEL Premium,Used,$47,Platinum Gray Metallic,Mauro Brown,All-wheel Drive,16.0,22.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,17123.0
222.0,Acura TLX FWD,Acura Certified,$31,Majestic Black Pearl,Ebony,Front-wheel Drive,23.0,33.0,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,37033.0
223.0,Toyota 4Runner Limited,Used,$46,Midnight Black Metallic,Redwood,Four-wheel Drive,17.0,20.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,16854.0
224.0,Toyota RAV4 XLE,Used,$28,Burgundy,Black,Front-wheel Drive,23.0,30.0,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,17590.0
225.0,Honda Accord EX-L 1.5T,Used,$20,Black,Black,Front-wheel Drive,30.0,38.0,Gasoline,Automatic,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,75592.0
226.0,Mercedes-Benz GLE 350 Base 4MATIC,Used,$53,Polar White,Black,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,31179.0
227.0,BMW 330 i,Used,$39,Black Sapphire Metallic,Cognac,Rear-wheel Drive,26.0,36.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19377.0
228.0,BMW X3 M40i,Used,$47,Alpine White,Black,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,33855.0
229.0,Audi Q3 45 S line Premium,Used,$44,Ibis White,Okapi Brown,All-wheel Drive,20.0,28.0,Gasoline,7-Speed Automatic,I4,12051.0
230.0,Audi Q3 45 S line Premium,Used,$44,Glacier White Metallic,Okapi Brown,All-wheel Drive,20.0,28.0,Gasoline,7-Speed Automatic,I4,13109.0
231.0,Mercedes-Benz GLC 300 Base 4MATIC,Mercedes-Benz Certified,$40,Black,Silk Beige / Black,All-wheel Drive,22.0,27.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19782.0
232.0,BMW X5 PHEV xDrive45e,Used,$71,Blue,Brown,All-wheel Drive,0.0,0.0,Plug-In Electric/Gas,Transmission w/Dual Shift Mode,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,10500.0
233.0,Genesis GV80 2.5T,Used,$52,Lima Red,Black,Rear-wheel Drive,21.0,25.0,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,6914.0
234.0,Audi S5 3.0T Prestige,Used,$44,Gray,Magma Red,All-wheel Drive,21.0,30.0,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,49950.0
235.0,Honda Pilot EX-L,Used,$36,Deep Scarlet Pearl,Beige,Front-wheel Drive,19.0,27.0,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,36790.0
236.0,Mercedes-Benz GLC 300 Base 4MATIC,Used,$37,Gray,Black,All-wheel Drive,22.0,27.0,Gasoline Fuel,9-Speed A/T,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10662.0
237.0,Chevrolet Spark LS,Used,$13,Gray,Gray,Front-wheel Drive,30.0,38.0,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,14035.0
238.0,Hyundai Elantra SE,Used,$21,Phantom Black,Black,Front-wheel Drive,29.0,38.0,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,11326.0
239.0,Hyundai Elantra SE,Used,$18,Phantom Black,Gray,Front-wheel Drive,29.0,38.0,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,43148.0
240.0,Chevrolet Suburban 1500 LT,Used,$32,Black,Gray,Four-wheel Drive,15.0,22.0,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,89990.0
241.0,Mercedes-Benz S-Class S 550 4MATIC,Used,$25,Metallic,Ash / Grey,All-wheel Drive,15.0,24.0,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,59725.0
242.0,Nissan Frontier PRO-4X,Used,$38,Glacier White,–,Four-wheel Drive,17.0,23.0,Gasoline,9-Speed Automatic,3.8L V6 24V GDI DOHC,11510.0
243.0,Honda Accord EX-L 1.5T,Used,$18,Modern Steel Metallic,Gray,Front-wheel Drive,30.0,38.0,Gasoline,–,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,87091.0
244.0,Jeep Grand Cherokee Limited,Used,$35,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18.0,25.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,32858.0
245.0,Mazda CX-5 Grand Touring,Used,$27,Jet Black Mica,Parchment,Front-wheel Drive,25.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,23639.0
246.0,BMW 128 128i,Used,$8,Black Sapphire Metallic,Black,Rear-wheel Drive,18.0,28.0,Gasoline,Automatic,3.0L DOHC 24-valve I6 engine -inc: double-VANOS steplessly varia,94876.0
247.0,Land Rover Range Rover,Used,$49,Corris Grey,Ebony / Ebony,Four-wheel Drive,14.0,19.0,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,73178.0
248.0,Ford F-150 Lariat,Used,$19,Black,Pale Adobe,Four-wheel Drive,0.0,0.0,E85 Flex Fuel,Automatic,5.0L V8 FFV engine,141281.0
249.0,Lexus LS 430 Base (A6),Used,$14,Crystal White,Saddle,Rear-wheel Drive,18.0,25.0,Gasoline,6-Speed Automatic,4.3L V8 32V MPFI DOHC,90908.0
250.0,Lexus RX 350 Base,Used,$47,White,Black,All-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,17212.0
251.0,Audi A7 3.0T Prestige,Used,$47,Mythos Black Metallic,–,All-wheel Drive,20.0,30.0,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,21603.0
252.0,Mazda Mazda6 Sport,Used,$30,Jet Black Mica,Parchment,Front-wheel Drive,23.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V,35332.0
253.0,Hyundai Sonata Hybrid SE,Used,$18,Diamond White Pearl,Gray,Front-wheel Drive,40.0,44.0,Hybrid,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,72278.0
254.0,Alfa Romeo Giulia Ti,Used,$29,Gray,Black,All-wheel Drive,23.0,31.0,Gasoline Fuel,Transmission w/Dual Shift Mode,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,22855.0
255.0,Mercedes-Benz CLA 250 Base,Mercedes-Benz Certified,$30,Polar White,–,Front-wheel Drive,24.0,37.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,30820.0
256.0,Toyota Corolla LE,Used,$13,Aqua,Gray,Front-wheel Drive,28.0,36.0,Gasoline,CVT,1.8L I4 DOHC Dual VVT-i,54898.0
257.0,Acura MDX 3.5L w/Technology Package,Used,$19,Charcoal,Ebony,Front-wheel Drive,19.0,27.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,71815.0
258.0,Nissan Rogue SV,Nissan Certified,$19,Magnetic Black,Charcoal,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,74430.0
259.0,Honda Civic LX,Used,$23,Modern Steel Metallic,Black,Front-wheel Drive,0.0,38.0,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,29879.0
260.0,Lexus RX 350 Base (A5),Used,$11,Blue,Beige,All-wheel Drive,17.0,22.0,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,90958.0
261.0,Honda Odyssey EX-L,Honda Certified,$38,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19.0,28.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,14494.0
262.0,BMW X5 xDrive40i,Used,$56,Black Sapphire Metallic,Black,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,18031.0
263.0,Acura ILX Premium & A-SPEC Packages,Used,$30,Platinum White Pearl,Red,Front-wheel Drive,24.0,34.0,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,29085.0
264.0,Toyota Highlander Limited w/3rd Row,Used,$11,Black,Ash,Four-wheel Drive,18.0,24.0,Gasoline,Automatic,3.3L DOHC SFI 24-valve VVT-i V6 engine,96442.0
265.0,BMW M550 i Xdrive,Used,$44,Black,Black,All-wheel Drive,18.0,25.0,Gasoline,sport automatic,8 Cylinder Engine,38336.0
266.0,Subaru Forester,Subaru Certified,$27,Crystal Black Silica,Gray,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,12679.0
267.0,Subaru Forester,Used,$23,Crystal White Pearl,Gray,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,10460.0
268.0,BMW M4 Base,Used,$72,White,–,Rear-wheel Drive,18.0,25.0,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,6626.0
269.0,Volkswagen Tiguan 2.0T SE,Volkswagen Certified,$26,Deep Black Pearl Effect,Black,All-wheel Drive,21.0,29.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28601.0
270.0,Cadillac XT6 Premium Luxury AWD,Used,$59,Stellar Black Metallic,Dark Auburn,All-wheel Drive,18.0,25.0,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,10932.0
271.0,Chevrolet Blazer Premier,Used,$48,Black,Jet Black,Front-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,11843.0
272.0,Honda CR-V EX-L,Used,$29,–,–,Front-wheel Drive,28.0,34.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,21868.0
273.0,Porsche 911 Targa 4,Used,$72,Blue,Black,All-wheel Drive,18.0,25.0,Gasoline,7-Speed Automatic with Auto-Shift,3.6L H6 24V GDI DOHC,41198.0
274.0,Mercedes-Benz C-Class C 300,Mercedes-Benz Certified,$33,Black,–,Rear-wheel Drive,23.0,34.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,35825.0
275.0,Mercedes-Benz E-Class E 400,Used,$20,Steel Gray Metallic,–,Rear-wheel Drive,20.0,29.0,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,102893.0
276.0,Audi A3 2.0T Prestige,Used,$31,Florett Silver Metallic,Black,All-wheel Drive,24.0,31.0,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,64403.0
277.0,Jeep Grand Cherokee Limited,Used,$27,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,16929.0
278.0,Subaru Outback 2.5i Limited,Used,$29,Crystal White Pearl,Black,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,47445.0
279.0,Mazda CX-5 Grand Touring,Used,$27,Jet Black Mica,Parchment,Front-wheel Drive,25.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,37852.0
280.0,Porsche Cayenne S,Used,$34,White,Black,All-wheel Drive,17.0,24.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,56557.0
281.0,BMW X5 xDrive40i,Used,$62,Alpine White,Black,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,10422.0
282.0,Lexus RX 350 Base,Used,$18,Starfire Pearl,–,AWD,18.0,24.0,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,124282.0
283.0,Buick LaCrosse Premium,Used,$28,Pepperdust Metallic,Light Neutral,Front-wheel Drive,21.0,31.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,33148.0
284.0,Cadillac XT5 Luxury,Used,$33,Stellar Black Metallic,Black,Front-wheel Drive,19.0,27.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,39535.0
285.0,BMW X3 xDrive30i,BMW Certified,$37,Blue Metallic,Canberra Beige,All-wheel Drive,22.0,29.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32702.0
286.0,Tesla Model Y Performance,Used,$74,Pearl White Multi,White / Black,All-wheel Drive,115.0,106.0,Electric,1-Speed Automatic,Electric,12708.0
287.0,INFINITI QX50 ESSENTIAL,INFINITI Certified,$35,Black Obsidian,Graphite,Front-wheel Drive,24.0,31.0,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,19527.0
288.0,Volvo XC60 T5 Momentum,Used,$41,Pine Gray Metallic,Maroon Brown,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33921.0
289.0,Dodge Challenger SXT,Used,$28,Indigo Blue,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,34283.0
290.0,Audi Q5 2.0T Premium,Used,$35,Moonlight Blue Metallic,Atlas Beige / Gray,All-wheel Drive,22.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,28251.0
291.0,Mazda Mazda3 FWD w/Preferred Package,Used,$27,Snowflake White Pearl,Black / Navy Blue,Front-wheel Drive,26.0,35.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,11945.0
292.0,Kia Forte FE,Used,$16,Black,Gray,Front-wheel Drive,31.0,41.0,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,14606.0
293.0,Audi Q5 2.0T Premium,Used,$35,Ibis White,Black,All-wheel Drive,22.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,38337.0
294.0,Nissan Murano SL,Nissan Certified,$29,Magnetic Black,Graphite,Front-wheel Drive,21.0,28.0,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,39336.0
295.0,Chevrolet Corvette Stingray Z51,Used,$49,Yellow,–,Rear-wheel Drive,17.0,29.0,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,13053.0
296.0,Lincoln MKZ Select,Used,$22,White,Cream,Front-wheel Drive,21.0,31.0,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,43485.0
